"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8"
-1.14636094992245 -0.393896239614937 1.1655934474422 -2.14855447496832 -4.03681776626132 -1.99926516849958 1.3625940987793 -2.00513618281481
1.45497240275852 0.511103552714681 1.20735927239656 -1.96566641003668 -2.49927969019309 -2.99233951827352 -2.36335628175267 -0.581581024773073
0.629110216955107 1.62080583672245 -1.0946114369191 -3.50291154475886 -2.15109955488753 -2.65533748459916 -0.633838829674803 -0.521919741451303
1.88359404851243 0.439562996489449 1.46375803295986 -3.10067701724409 -1.3279377241526 -1.85878672007581 -1.5188450087175 -0.874854365537054
-3.5743551446057 -0.0716691699009466 1.04831248500008 -0.796263278016815 -0.108932578443154 1.01715507437424 0.610912518372198 -1.78504828337341
-2.50050276178728 0.82631546461449 1.2482121979251 0.15280446918959 0.0394015824525153 2.69174023015889 -1.51874116130241 -0.567380134913844
-2.65980545597099 -0.905891339904687 0.0113948308049334 -1.88219127662683 -1.61011343455764 1.78430345473953 1.90733542150971 -1.65558767349763
-2.27949822752963 -1.18405082506601 -0.507321025415638 0.420553040225066 -0.344405588200079 2.81072172098104 0.160938865992698 -3.04599463150245
1.85714889048666 1.9216996086566 -0.796303774504896 -1.6414251051249 -1.51897732328884 1.20600695452848 -0.473724792671177 2.19590666231781
2.26691563601614 0.601475609889328 -2.09577237943118 -3.51102173842426 -1.99020557842655 -2.05491760683193 -0.00150662063408458 0.722576864728949
0.78659162541971 -0.277428902580823 -0.46088291528805 -3.40324515220649 -0.240005079621829 2.43319443460755 0.556037480422721 0.952208972505643
0.869493540419843 1.40758186359086 -1.94592958406128 -3.52830402528379 0.444364689691833 -1.69598476800928 0.116817928568816 1.34724982857679
-0.757172096645331 0.122214496808439 -0.621362529075384 -3.3113442597325 -1.21289658262393 2.91068252481099 -1.14444170645112 0.00536152006899115
-2.43098429013429 1.46092089011299 -0.0712125366401377 -1.22895440814621 0.812526689847735 1.96602690142018 0.98080063305193 -1.01609778280374
-1.15350628549846 1.12390092413163 -1.60895784368294 -2.71127601208048 -0.453546040438958 2.26711748254569 -0.248766138807574 0.924217859076886
-3.41581827417225 0.0110307009896813 -0.993568882674582 -0.66877367452407 -1.29997946218582 1.93315342813978 0.89507646619571 -2.07933633004248
